,Brands,Title,price,Main_Price,Percent_Price_Reduction_in_%,Ratings,Number_of_Reviewer
2243,Bontel,Bontel 8000+ 1.77 ,6600,81001,19,3.9,57
2244,Apple,Apple Renewed ipro,54000,80000,33,3.9,57
2245,Nokia,Nokia 6120 Classic,8700,18800,54,3.9,57
2246,Apple,Apple Iphone XR 64,251000,18800,54,3.9,57
2247,Apple,Apple IPhone 11 6.,346000,18800,54,3.9,57
2248,Imose,Imose Padi+,7500,18800,54,5,5
2249,Imose,Imose Sabi 1 Dual ,5500,18800,54,5,5
2250,Imose,Imose Waka Is,7500,18800,54,5,5
2251,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2252,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2253,Huawei,Huawei GSM SIM Car,12000,20000,40,3.9,39
2254,Imose,Imose Sabi II Dual,8500,20000,40,3.9,39
2255,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2256,Nokia,Nokia 2610 Mobile ,4300,85004,49,4,5
2257,Nokia,Nokia 105 - Dual S,5990,19200,69,4,5
2258,Samsung,Samsung Galaxy S7 ,85000,150000,43,2,5
2259,Apple,Apple IPHONE 12  (,459900,675000,32,2,5
2260,Itel,"Itel S17, 6.6HD Wa",43700,50000,13,4,5
2261,Samsung,Samsung Galaxy Not,140999,250000,44,5,5
2262,Samsung,Samsung Galaxy Not,275000,350000,21,3.5,5
2263,Infinix,Infinix Hot 10i (P,55990,95990,42,3.5,5
2264,Infocus,"Infocus Power 2, 2",6500,90002,28,3.5,5
2265,Blackview,Blackview A70Pro S,53550,72500,26,3.5,5
2266,Gionee,Gionee S11 Lite 5.,32890,45990,28,3.5,5
2267,Huawei,Huawei P8 GRA 4G S,29999,42999,30,3.5,5
2268,Nokia,Nokia 210 GSM 2.4',14700,19700,25,3.5,5
2269,Nokia,Nokia C5-00 3MP Ba,10800,19000,43,3.8,5
2270,Tecno,"Tecno T485,  2.8"" ",13999,15000,7,4.2,5
2271,Oppo,Oppo A53 Dual - An,95000,99900,5,4.2,5
2272,Tecno,Tecno Spark Go (20,58500,99900,5,4.2,5
2273,Nokia,Nokia 2730 Classic,10300,14500,29,4.2,5
2274,Tecno,Tecno POP 3 (BB2) ,36050,45000,20,4,97
2275,Nokia,Nokia 5800 SMARTPH,15700,21300,26,4,97
2276,Tecno,"Tecno Spark 8C,(KG",66500,75000,11,4,97
2277,Imose,Imose Sabi 1 Dual ,5500,75000,11,4,97
2278,Nokia,Nokia 105 - Dual S,5990,19200,69,4.5,5
2279,Nokia,Nokia 150 TA-1235D,16899,19500,13,5,5
2280,Apple,Apple Iphone 7 Plu,165000,19500,13,5,5
2281,Tecno,Tecno POP 5P (BD3),50500,55100,8,3.8,5
2282,Nokia,"Nokia 3310, Dual S",28000,34000,18,3.8,5
2283,XIAOMI,XIAOMI Redmi Note ,126280,156280,19,3.8,5
2284,Nokia,Nokia  105 DUAL SI,8890,10500,15,4,5
2285,Huawei,"Huawei Nova 9, 6.5",270000,10500,15,4,5
2286,Samsung,Samsung Galaxy Z F,1250000,15000,17,4,5
2287,Tecno,"Tecno T485, 2.8"" D",14199,15500,8,4.4,13
2288,Tecno,Tecno Spark Go 202,58000,85000,32,4.4,13
2289,Nokia,Nokia 5130 XpressM,8000,15294,48,3.3,15
2290,Samsung,Samsung Galaxy Not,140000,15294,48,4.5,5
2291,Apple,Apple Renewed ipro,54000,80000,33,4.5,5
2292,Bontel,Bontel 8000+ 1.77 ,6600,81001,19,3.9,57
2293,Nokia,Nokia 6120 Classic,8700,18800,54,3.9,57
2294,Apple,Apple Iphone XR 64,251000,18800,54,3.9,57
2295,Apple,Apple IPhone 11 6.,346000,18800,54,3.9,57
2296,Imose,Imose Padi+,7500,18800,54,5,5
2297,Imose,Imose Sabi 1 Dual ,5500,18800,54,5,5
2298,Imose,Imose Waka Is,7500,18800,54,5,5
2299,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2300,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2301,Huawei,Huawei GSM SIM Car,12000,20000,40,3.9,39
2302,Imose,Imose Sabi II Dual,8500,20000,40,3.9,39
2303,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2304,Nokia,Nokia 105 - Dual S,5990,19200,69,3.9,5
2305,Siccoo,Siccoo Tv300 Trio ,15900,19000,16,4.2,5
2306,Itel,Itel 2163 Wireless,5850,70001,16,4.2,5
2307,Samsung,Samsung Galaxy A32,189999,199999,5,4.2,5
2308,Nokia,Nokia 6303i BUSINE,10600,17500,39,1,5
2309,Samsung,Samsung Galaxy A12,86000,93000,8,5,5
2310,Samsung,Samsung Galaxy S8 ,100000,93000,8,5,5
2311,Nokia,Nokia C3-00  3G WI,12000,22000,45,5,5
2312,Samsung,Samsung Galaxy A52,205000,215000,5,5,5
2313,Itel,"Itel A33 Plus, And",28550,30000,5,3,5
2314,Nokia,Nokia C3-00 Wifi Q,12300,22800,46,3.8,5
2315,Oppo,"Oppo A55 - 6.51"", ",114000,118000,3,3.8,5
2316,Nokia,Nokia C20 (TA-1352,59000,118000,3,4,5
2317,Bontel,Bontel K7 1.77 Inc,6500,89992,28,4,5
2318,Nokia,Nokia 105 - Dual S,6112,11159,45,4.3,87
2319,MAXFONE,"MAXFONE V12 2.8"" S",10800,12000,10,3,5
2320,Bontel,Bontel 9000-1.77 I,7500,11750,36,4.2,57
2321,Nokia,Nokia Classic 6120,8800,18800,53,4.2,57
2322,Gionee,"Gionee M12, 6.55-I",72890,95990,24,4.2,57
2323,Infinix,Infinix X689C HOT ,88000,95990,24,4.2,57
2324,Samsung,Samsung Galaxy M51,235000,484999,52,4.2,57
2325,Nokia,Nokia New Nokia 10,8900,12000,26,4,5
2326,Huawei,Huawei Y9 4gb Ram ,83000,12000,26,4,5
2327,Bontel,Bontel 106 Dual Si,5500,12000,26,4,5
2328,Itel,"Itel A14 Plus, 4.0",22450,25000,10,4,5
2329,Nokia,Nokia C2-05 Classi,10500,20196,48,3.9,39
2330,Nokia,Nokia 105 - Dual S,5990,19200,69,3.4,12
2331,Tecno,Tecno T301 Dual Si,7200,90002,20,5,5
2332,Samsung,Samsung Galaxy A03,52900,55000,4,5,5
2333,Samsung,Samsung Galaxy M52,216000,55000,4,4,5
2334,Bontel,Bontel Music King-,10700,18500,42,4,5
2335,Nokia,Nokia Lumia 520 Du,14900,20900,29,3,5
2336,Samsung,Samsung Galaxy Not,145000,20900,29,3,5
2337,Tecno,Tecno T454 Dual Si,11998,20900,29,3,5
2338,Tecno,Tecno T528 - 2.8 I,12500,19500,36,4.4,5
2339,Nokia,Nokia C5-00 Unlock,10500,24400,57,4.4,5
2340,Apple,Apple Iphone XR 64,259000,24400,57,4.4,5
2341,Itel,"Itel P15 5.0"" HD S",30590,32990,7,4.1,229
2342,Apple,Apple Refurbished ,49990,90000,44,4.1,229
2343,Huawei,Huawei P30 Pro 6.4,465000,90000,44,4.1,229
2344,Imose,Imose Sabi 1 Dual ,5500,90000,44,4.1,229
2345,Imose,Imose Waka Is,7500,90000,44,4.1,229
2346,Imose,Imose Padi+,7500,90000,44,5,5
2347,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2348,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2349,Imose,Imose Sabi II Dual,8500,12398,15,4,20
2350,Huawei,Huawei GSM SIM Car,12000,20000,40,4,20
2351,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2352,Samsung,Samsung Galaxy A32,189999,199999,5,3.9,39
2353,Nokia,Nokia 105 - Dual S,5990,19200,69,3.9,5
2354,Siccoo,Siccoo Tv300 Trio ,15900,19000,16,4.2,5
2355,Itel,Itel 2163 Wireless,5850,70001,16,4.2,5
2356,Nokia,Nokia 6303i BUSINE,10600,17500,39,1,5
2357,Samsung,Samsung Galaxy A12,86000,93000,8,5,5
2358,Samsung,Samsung Galaxy S8 ,100000,93000,8,5,5
2359,Nokia,Nokia C3-00  3G WI,12000,22000,45,5,5
2360,Samsung,Samsung Galaxy A52,205000,215000,5,5,5
2361,Itel,"Itel A33 Plus, And",28550,30000,5,3,5
2362,Nokia,Nokia C3-00 Wifi Q,12300,22800,46,3.8,5
2363,Oppo,"Oppo A55 - 6.51"", ",114000,118000,3,3.8,5
2364,Nokia,Nokia C20 (TA-1352,59000,118000,3,4,5
2365,Bontel,Bontel K7 1.77 Inc,6500,89992,28,4,5
2366,Nokia,Nokia 105 - Dual S,6112,11159,45,4.3,87
2367,Bontel,Bontel 9000-1.77 I,7500,11750,36,4.2,57
2368,Nokia,Nokia Classic 6120,8800,18800,53,4.2,57
2369,MAXFONE,"MAXFONE V12 2.8"" S",10800,12000,10,3,5
2370,Gionee,"Gionee M12, 6.55-I",72890,95990,24,3,5
2371,Samsung,Samsung Galaxy M51,235000,484999,52,3,5
2372,Infinix,Infinix X689C HOT ,88000,484999,52,3,5
2373,Nokia,Nokia New Nokia 10,8900,12000,26,4,5
2374,Huawei,Huawei Y9 4gb Ram ,83000,12000,26,4,5
2375,Bontel,Bontel 106 Dual Si,5500,12000,26,4,5
2376,Itel,"Itel A14 Plus, 4.0",22450,25000,10,4,5
2377,Nokia,Nokia C2-05 Classi,10500,20196,48,3.9,39
2378,Nokia,Nokia 105 - Dual S,5990,19200,69,3.4,12
2379,Tecno,Tecno T301 Dual Si,7200,90002,20,5,5
2380,Samsung,Samsung Galaxy A03,52900,55000,4,5,5
2381,Samsung,Samsung Galaxy M52,216000,55000,4,4,5
2382,Bontel,Bontel Music King-,10700,18500,42,4,5
2383,Nokia,Nokia Lumia 520 Du,14900,20900,29,3,5
2384,Tecno,Tecno T454 Dual Si,11998,20900,29,3,5
2385,Samsung,Samsung Galaxy Not,145000,20900,29,3,5
2386,Tecno,Tecno T528 - 2.8 I,12500,19500,36,4.4,5
2387,Apple,Apple Iphone XR 64,259000,19500,36,4.4,5
2388,Itel,"Itel P15 5.0"" HD S",30590,32990,7,4.1,229
2389,Nokia,Nokia C5-00 Unlock,10500,24400,57,4.1,229
2390,Apple,Apple Refurbished ,49990,90000,44,4.1,229
2391,Huawei,Huawei P30 Pro 6.4,465000,90000,44,4.1,229
2392,Imose,Imose Sabi 1 Dual ,5500,90000,44,4.1,229
2393,Imose,Imose Waka Is,7500,90000,44,4.1,229
2394,Imose,Imose Padi+,7500,90000,44,5,5
2395,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2396,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2397,Imose,Imose Sabi II Dual,8500,15200,22,4,248
2398,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
2399,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2400,Samsung,Samsung Galaxy A32,189999,199999,5,3.9,39
2401,Itel,Itel 2163 Wireless,5850,70001,16,3.9,39
2402,Nokia,Nokia 105 - Dual S,5990,19200,69,3.9,5
2403,Siccoo,Siccoo Tv300 Trio ,15900,19000,16,4.2,5
2404,Nokia,Nokia 6303i BUSINE,10600,17500,39,1,5
2405,Samsung,Samsung Galaxy A12,86000,93000,8,5,5
2406,Samsung,Samsung Galaxy S8 ,100000,93000,8,5,5
2407,Nokia,Nokia C3-00  3G WI,12000,22000,45,5,5
2408,Samsung,Samsung Galaxy A52,205000,215000,5,5,5
2409,Itel,"Itel A33 Plus, And",28550,30000,5,3,5
2410,Nokia,Nokia C3-00 Wifi Q,12300,22800,46,3.8,5
2411,Oppo,"Oppo A55 - 6.51"", ",114000,118000,3,3.8,5
2412,Nokia,Nokia C20 (TA-1352,59000,118000,3,4,5
2413,Bontel,Bontel K7 1.77 Inc,6500,89992,28,4,5
2414,Nokia,Nokia 105 - Dual S,6112,11159,45,4.3,87
2415,Bontel,Bontel 9000-1.77 I,7500,11750,36,4.2,57
2416,Nokia,Nokia Classic 6120,8800,18800,53,4.2,57
2417,MAXFONE,"MAXFONE V12 2.8"" S",10800,12000,10,3,5
2418,Gionee,"Gionee M12, 6.55-I",72890,95990,24,3,5
2419,Samsung,Samsung Galaxy M51,235000,484999,52,3,5
2420,Infinix,Infinix X689C HOT ,88000,484999,52,3,5
2421,Nokia,Nokia New Nokia 10,8900,12000,26,4,5
2422,Huawei,Huawei Y9 4gb Ram ,83000,12000,26,4,5
2423,Bontel,Bontel 106 Dual Si,5500,12000,26,4,5
2424,Itel,"Itel A14 Plus, 4.0",22450,25000,10,4,5
2425,Nokia,Nokia 105 - Dual S,5990,19200,69,3.4,12
2426,Nokia,Nokia C2-05 Classi,10500,20196,48,3.9,39
2427,Tecno,Tecno T301 Dual Si,7200,90002,20,5,5
2428,Samsung,Samsung Galaxy M52,216000,90002,20,4,5
2429,Samsung,Samsung Galaxy A03,52900,55000,4,4,5
2430,Bontel,Bontel Music King-,10700,18500,42,4,5
2431,Samsung,Samsung Galaxy Not,145000,18500,42,4,5
2432,Nokia,Nokia Lumia 520 Du,14900,20900,29,3,5
2433,Tecno,Tecno T454 Dual Si,11998,20900,29,3,5
2434,Tecno,Tecno T528 - 2.8 I,12500,19500,36,4.4,5
2435,Apple,Apple Iphone XR 64,259000,19500,36,4.4,5
2436,Nokia,Nokia C5-00 Unlock,10500,24400,57,4.4,5
2437,Itel,"Itel P15 5.0"" HD S",30590,32990,7,4.1,229
2438,Apple,Apple Refurbished ,49990,90000,44,4.1,229
2439,Imose,Imose Sabi 1 Dual ,5500,90000,44,4.1,229
2440,Huawei,Huawei P30 Pro 6.4,465000,90000,44,4.1,229
2441,Imose,Imose Waka Is,7500,90000,44,4.1,229
2442,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2443,Imose,Imose Padi+,7500,12398,15,5,5
2444,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2445,Imose,Imose Sabi II Dual,8500,15200,22,4,248
2446,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
2447,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2448,Samsung,Samsung Galaxy A32,189999,199999,5,3.9,39
2449,Nokia,Nokia 105 - Dual S,5990,19200,69,3.9,5
2450,Itel,Itel 2163 Wireless,5850,70001,16,3.9,5
2451,Siccoo,Siccoo Tv300 Trio ,15900,19000,16,4.2,5
2452,Nokia,Nokia 6303i BUSINE,10600,17500,39,1,5
2453,Samsung,Samsung Galaxy A12,86000,93000,8,5,5
2454,Samsung,Samsung Galaxy S8 ,100000,93000,8,5,5
2455,Nokia,Nokia C3-00  3G WI,12000,22000,45,5,5
2456,Samsung,Samsung Galaxy A52,205000,215000,5,5,5
2457,Itel,"Itel A33 Plus, And",28550,30000,5,3,5
2458,Nokia,Nokia C3-00 Wifi Q,12300,22800,46,3.8,5
2459,Oppo,"Oppo A55 - 6.51"", ",114000,118000,3,3.8,5
2460,Nokia,Nokia C20 (TA-1352,59000,118000,3,4,5
2461,Bontel,Bontel K7 1.77 Inc,6500,89992,28,4,5
2462,Nokia,Nokia 105 - Dual S,6112,11159,45,4.3,87
2463,Bontel,Bontel 9000-1.77 I,7500,11750,36,4.2,57
2464,Nokia,Nokia Classic 6120,8800,18800,53,4.2,57
2465,MAXFONE,"MAXFONE V12 2.8"" S",10800,12000,10,3,5
2466,Gionee,"Gionee M12, 6.55-I",72890,95990,24,3,5
2467,Samsung,Samsung Galaxy M51,235000,484999,52,3,5
2468,Infinix,Infinix X689C HOT ,88000,484999,52,3,5
2469,Nokia,Nokia New Nokia 10,8900,12000,26,4,5
2470,Huawei,Huawei Y9 4gb Ram ,83000,12000,26,4,5
2471,Bontel,Bontel 106 Dual Si,5500,12000,26,4,5
2472,Itel,"Itel A14 Plus, 4.0",22450,25000,10,4,5
2473,Nokia,Nokia C2-05 Classi,10500,20196,48,3.9,39
2474,Nokia,Nokia 105 - Dual S,5990,19200,69,3.4,12
2475,Samsung,Samsung Galaxy A03,52900,55000,4,3.4,12
2476,Tecno,Tecno T301 Dual Si,7200,90002,20,5,5
2477,Samsung,Samsung Galaxy M52,216000,90002,20,4,5
2478,Bontel,Bontel Music King-,10700,18500,42,4,5
2479,Nokia,Nokia Lumia 520 Du,14900,20900,29,3,5
2480,Samsung,Samsung Galaxy Not,145000,20900,29,3,5
2481,Tecno,Tecno T454 Dual Si,11998,20900,29,3,5
2482,Tecno,Tecno T528 - 2.8 I,12500,19500,36,4.4,5
2483,Apple,Apple Iphone XR 64,259000,19500,36,4.4,5
2484,Nokia,Nokia C5-00 Unlock,10500,24400,57,4.4,5
2485,Itel,"Itel P15 5.0"" HD S",30590,32990,7,4.1,229
2486,Apple,Apple Refurbished ,49990,90000,44,4.1,229
2487,Huawei,Huawei P30 Pro 6.4,465000,90000,44,4.1,229
2488,Imose,Imose Waka Is,7500,90000,44,4.1,229
2489,Imose,Imose Sabi 1 Dual ,5500,90000,44,4.1,229
2490,Imose,Imose Padi+,7500,90000,44,5,5
2491,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2492,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2493,Imose,Imose Sabi II Dual,8500,12398,15,4,20
2494,Huawei,Huawei GSM SIM Car,12000,20000,40,4,20
2495,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2496,Nokia,Nokia 5130c-2 XPRE,7800,15000,48,3.9,39
2497,Bontel,Bontel K7+ 2.4 Inc,5800,89993,36,4,5
2498,Nokia,Nokia New 105 DUAL,9000,15000,40,4,5
2499,Nokia,Nokia 2700C 2700 C,7500,15000,50,3.7,5
2500,Nokia,Nokia 6303 Classic,10500,17400,40,3.7,5
2501,Itel,Itel PrimeTab 1 (W,50000,60000,17,3.7,5
2502,Nokia,Nokia 2730  UNLOCK,10300,14500,29,3.7,5
2503,Itel,"Itel A33 Plus, And",28300,40000,29,3.7,5
2504,Samsung,Samsung Galaxy A32,170000,40000,29,3.7,5
2505,Huawei,Huawei Nova 2 Plus,79900,90000,11,3.7,5
2506,Nokia,Nokia Phone Nokia ,10900,18000,39,3.5,5
2507,Nokia,"Nokia 110 4G, 1.8d",18699,19000,2,3.3,5
2508,Samsung,Samsung Galaxy M52,216000,19000,2,3.3,5
2509,Nokia,Nokia 2720 Cheapes,14950,26569,44,3.9,17
2510,Blackview,Blackview A70Pro S,53550,72500,26,3.9,17
2511,XIAOMI,XIAOMI Redmi Note ,101690,111590,9,3.9,17
2512,Itel,"Itel P37, Android ",47850,49200,3,3.9,17
2513,Itel,"Itel A33 Plus 5.0""",22590,28990,22,3.9,17
2514,Nokia,Nokia New Nokia 10,8850,12000,26,5,5
2515,Itel,Itel 2160 Wireless,6490,70007,7,3.9,17
2516,Nokia,Nokia 5130 XpressM,7700,14900,48,3.9,17
2517,Nokia,Nokia E63 Keypad W,11300,22500,50,3.9,17
2518,Infinix,Infinix Note 8 - 6,118000,22500,50,3.9,17
2519,Tecno,"Tecno T402, 2.4Inc",10099,10500,4,4.1,5
2520,Blackview,Blackview FS-Andro,32990,45990,28,4.1,5
2521,UMIDIGI,UMIDIGI BISON X10S,61900,99500,38,5,5
2522,Samsung,Samsung Galaxy Not,160999,310000,48,3,5
2523,Samsung,Samsung Z Fold 3 5,854000,19000,55,3,5
2524,Samsung,Samsung Galaxy S8 ,105000,110000,5,3,5
2525,Nokia,Nokia C5-00 5MP- 3,10500,24400,57,3,5
2526,Apple,Apple Iphone 12 6.,449000,576000,22,1,5
2527,Nokia,Nokia 1682Non-inte,5200,88004,41,1,5
2528,Bontel,Bontel R1-0.66 Inc,7500,10500,29,5,5
2529,XIAOMI,XIAOMI Redmi Note ,180000,10500,29,5,5
2530,Itel,"Itel A33 Plus 5.0""",28490,34000,16,5,5
2531,Samsung,Samsung Galaxy Not,140000,250000,44,5,5
2532,Nokia,Nokia X2-00 Blueto,11800,22600,48,5,5
2533,Samsung,Samsung Galaxy M32,187000,220000,15,5,5
2534,QUBO,"QUBO X668- 6.53"" H",47890,62890,24,5,5
2535,Tecno,"Tecno Pop5(BD2), 6",41199,49000,16,5,5
2536,Imose,Imose Waka Is,7500,49000,16,5,5
2537,Imose,Imose Padi+,7500,49000,16,5,5
2538,Imose,Imose Sabi II Dual,8500,49000,16,5,5
2539,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2540,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2541,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
2542,Imose,Imose Sabi 1 Dual ,5500,20000,40,4,248
2543,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2544,Nokia,Nokia 5130c-2 XPRE,7800,15000,48,3.9,39
2545,Bontel,Bontel K7+ 2.4 Inc,5800,89993,36,4,5
2546,Nokia,Nokia New 105 DUAL,9000,15000,40,4,5
2547,Nokia,Nokia 6303 Classic,10500,17400,40,4,5
2548,Nokia,Nokia 2700C 2700 C,7500,15000,50,3.7,5
2549,Itel,Itel PrimeTab 1 (W,50000,60000,17,3.7,5
2550,Nokia,Nokia 2730  UNLOCK,10300,14500,29,3.7,5
2551,Itel,"Itel A33 Plus, And",28300,40000,29,3.7,5
2552,Samsung,Samsung Galaxy A32,170000,40000,29,3.7,5
2553,Huawei,Huawei Nova 2 Plus,79900,90000,11,3.7,5
2554,Nokia,Nokia Phone Nokia ,10900,18000,39,3.5,5
2555,Nokia,"Nokia 110 4G, 1.8d",18699,19000,2,3.3,5
2556,Nokia,Nokia 2720 Cheapes,14950,26569,44,3.9,17
2557,Samsung,Samsung Galaxy M52,216000,26569,44,3.9,17
2558,Blackview,Blackview A70Pro S,53550,72500,26,3.9,17
2559,XIAOMI,XIAOMI Redmi Note ,101690,111590,9,3.9,17
2560,Itel,"Itel P37, Android ",47850,49200,3,3.9,17
2561,Itel,"Itel A33 Plus 5.0""",22590,28990,22,3.9,17
2562,Nokia,Nokia New Nokia 10,8850,12000,26,5,5
2563,Itel,Itel 2160 Wireless,6490,70007,7,3.9,17
2564,Nokia,Nokia 5130 XpressM,7700,14900,48,3.9,17
2565,Nokia,Nokia E63 Keypad W,11300,22500,50,3.9,17
2566,Infinix,Infinix Note 8 - 6,118000,22500,50,3.9,17
2567,Tecno,"Tecno T402, 2.4Inc",10099,10500,4,4.1,5
2568,Blackview,Blackview FS-Andro,32990,45990,28,4.1,5
2569,UMIDIGI,UMIDIGI BISON X10S,61900,99500,38,5,5
2570,Samsung,Samsung Galaxy Not,160999,310000,48,3,5
2571,Samsung,Samsung Z Fold 3 5,854000,19000,55,3,5
2572,Samsung,Samsung Galaxy S8 ,105000,110000,5,3,5
2573,Nokia,Nokia C5-00 5MP- 3,10500,24400,57,3,5
2574,Apple,Apple Iphone 12 6.,449000,576000,22,1,5
2575,Nokia,Nokia 1682Non-inte,5200,88004,41,1,5
2576,Bontel,Bontel R1-0.66 Inc,7500,10500,29,5,5
2577,XIAOMI,XIAOMI Redmi Note ,180000,10500,29,5,5
2578,Samsung,Samsung Galaxy Not,140000,250000,44,5,5
2579,Itel,"Itel A33 Plus 5.0""",28490,34000,16,5,5
2580,Samsung,Samsung Galaxy M32,187000,220000,15,5,5
2581,Nokia,Nokia X2-00 Blueto,11800,22600,48,5,5
2582,QUBO,"QUBO X668- 6.53"" H",47890,62890,24,5,5
2583,Tecno,"Tecno Pop5(BD2), 6",41199,49000,16,5,5
2584,Imose,Imose Waka Is,7500,49000,16,5,5
2585,Imose,Imose Padi+,7500,49000,16,5,5
2586,Imose,Imose Sabi II Dual,8500,49000,16,5,5
2587,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2588,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2589,Huawei,Huawei GSM SIM Car,12000,20000,40,4,20
2590,Imose,Imose Sabi 1 Dual ,5500,20000,40,4,20
2591,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2592,Bontel,Bontel K7+ 2.4 Inc,5800,89993,36,4,5
2593,Nokia,Nokia 5130c-2 XPRE,7800,15000,48,4,5
2594,Nokia,Nokia New 105 DUAL,9000,15000,40,4,5
2595,Nokia,Nokia 2700C 2700 C,7500,15000,50,3.7,5
2596,Nokia,Nokia 6303 Classic,10500,17400,40,3.7,5
2597,Itel,Itel PrimeTab 1 (W,50000,60000,17,3.7,5
2598,Itel,"Itel A33 Plus, And",28300,40000,29,3.7,5
2599,Nokia,Nokia 2730  UNLOCK,10300,14500,29,3.7,5
2600,Samsung,Samsung Galaxy A32,170000,14500,29,3.7,5
2601,Huawei,Huawei Nova 2 Plus,79900,90000,11,3.7,5
2602,Nokia,Nokia Phone Nokia ,10900,18000,39,3.5,5
2603,Samsung,Samsung Galaxy M52,216000,18000,39,3.5,5
2604,Blackview,Blackview A70Pro S,53550,72500,26,3.5,5
2605,Nokia,"Nokia 110 4G, 1.8d",18699,19000,2,3.3,5
2606,Nokia,Nokia 2720 Cheapes,14950,26569,44,3.9,17
2607,XIAOMI,XIAOMI Redmi Note ,101690,111590,9,3.9,17
2608,Itel,"Itel P37, Android ",47850,49200,3,3.9,17
2609,Itel,"Itel A33 Plus 5.0""",22590,28990,22,3.9,17
2610,Itel,Itel 2160 Wireless,6490,70007,7,3.9,17
2611,Nokia,Nokia New Nokia 10,8850,12000,26,5,5
2612,Nokia,Nokia 5130 XpressM,7700,14900,48,5,5
2613,Nokia,Nokia E63 Keypad W,11300,22500,50,5,5
2614,Infinix,Infinix Note 8 - 6,118000,22500,50,5,5
2615,Tecno,"Tecno T402, 2.4Inc",10099,10500,4,4.1,5
2616,Blackview,Blackview FS-Andro,32990,45990,28,4.1,5
2617,UMIDIGI,UMIDIGI BISON X10S,61900,99500,38,5,5
2618,Samsung,Samsung Galaxy Not,160999,310000,48,3,5
2619,Samsung,Samsung Z Fold 3 5,854000,19000,55,3,5
2620,Samsung,Samsung Galaxy S8 ,105000,110000,5,3,5
2621,Nokia,Nokia C5-00 5MP- 3,10500,24400,57,3,5
2622,Apple,Apple Iphone 12 6.,449000,576000,22,1,5
2623,Nokia,Nokia 1682Non-inte,5200,88004,41,1,5
2624,Bontel,Bontel R1-0.66 Inc,7500,10500,29,5,5
2625,Samsung,Samsung Galaxy Not,140000,250000,44,5,5
2626,XIAOMI,XIAOMI Redmi Note ,180000,250000,44,5,5
2627,Itel,"Itel A33 Plus 5.0""",28490,34000,16,5,5
2628,Nokia,Nokia X2-00 Blueto,11800,22600,48,5,5
2629,Samsung,Samsung Galaxy M32,187000,220000,15,5,5
2630,QUBO,"QUBO X668- 6.53"" H",47890,62890,24,5,5
2631,Tecno,"Tecno Pop5(BD2), 6",41199,49000,16,5,5
2632,Imose,Imose Waka Is,7500,49000,16,5,5
2633,Imose,Imose Padi+,7500,49000,16,5,5
2634,Imose,Imose Sabi II Dual,8500,49000,16,5,5
2635,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2636,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2637,Imose,Imose Sabi 1 Dual ,5500,12398,15,4,20
2638,Huawei,Huawei GSM SIM Car,12000,20000,40,4,20
2639,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2640,Nokia,Nokia 5130c-2 XPRE,7800,15000,48,3.9,39
2641,Bontel,Bontel K7+ 2.4 Inc,5800,89993,36,4,5
2642,Nokia,Nokia New 105 DUAL,9000,15000,40,4,5
2643,Nokia,Nokia 2700C 2700 C,7500,15000,50,3.7,5
2644,Nokia,Nokia 6303 Classic,10500,17400,40,3.7,5
2645,Itel,Itel PrimeTab 1 (W,50000,60000,17,3.7,5
2646,Nokia,Nokia 2730  UNLOCK,10300,14500,29,3.7,5
2647,Itel,"Itel A33 Plus, And",28300,40000,29,3.7,5
2648,Samsung,Samsung Galaxy A32,170000,40000,29,3.7,5
2649,Huawei,Huawei Nova 2 Plus,79900,90000,11,3.7,5
2650,Nokia,Nokia Phone Nokia ,10900,18000,39,3.5,5
